"Export time: 8/5/2022, 11:15:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","75","LA SALT CO Zen Bath Bomb Handmade with Natural Ingredients Mineral-Rich Himalayan Salt Cruelty-Free Made with Pure Therapeutic Grade Essential Oils","LA SALT CO","$15.00","42","1","$630","08/09/2021","...","7","3.5","","122757","Beauty & Personal Care","B097GHJR5J","https://www.amazon.com/dp/B097GHJR5J"
"","","76","The Honest Company Sensitive Bubble Bath Fragrance Free - 12.0 Fl Oz","HONEST","$11.99","5174","172","$62036","06/08/2017","$5.05","3387","4.7","$6.94","4028","Health & Household","B072MZ562L","https://www.amazon.com/dp/B072MZ562L"
"","","77","Crystal Bath Bombs Luxury Gift Set - Self Care Stress Relief Gifts for Women Mom Organic Geode Bathbombs with Essential Oils and Sea Salt Bubble Bath Fizzy Spa","Lovelyduo","$19.99","...","...","...","05/11/2022","$11.85","1","5","$8.14","343869","...","B0B155TY1K","https://www.amazon.com/dp/B0B155TY1K"
"","","78","Letang Bath Bombs 12 Packs Bath Bomb Gift Set with Natural Essential Oils Fizzies Body Moisturize Perfect for Bubble & Spa Bath Birthday Gift Idea for Her/Him Women Mom Girlfriend","Soumore","$13.99","69","2","$965","07/09/2020","$6.1","350","4.6","$7.89","161729","Beauty & Personal Care","B08CQVXRY9","https://www.amazon.com/dp/B08CQVXRY9"
"","","79","Spa-Da Kids Bath Bombs 8 Pack Clean Gentle Safe Ingredients Free from Parabens & Harmful Chemicals No Staining Skin or Tub Make Bath Time Fun for Kids Woman Owned Business Made for Moms","Spa-Da","$13.99","1433","47","$20048","06/15/2020","$7.37","1675","4.5","$6.62","13186","Beauty & Personal Care","B08BBJH9DF","https://www.amazon.com/dp/B08BBJH9DF"
"","","80","360Feel Bath Bombs Gift Set 6 Large USA made -Made with Essential Oil -All Natural Organic Bath Fizzies- Gift ready box - Aromatherapy Organic Bath Bomb for Women Men and Kids - Gift ready box","360Feel","$19.78","247","8","$4886","02/21/2019","$11.02","1660","4.5","$8.76","47108","Beauty & Personal Care","B07N3VZQ8K","https://www.amazon.com/dp/B07N3VZQ8K"
"","","81","Bath Bombs for Kids with Toys Inside for Girls Boys - Surprise 12 Set Dinosaur Eggs Bubble Bath Fizzies Gentle & Kids Safe Handmade Spa Bath Fizz Balls Foam Kit Birthday Christmas Easter Day Gift","Lisotera","$17.99","716","23","$12881","10/22/2020","$8.86","647","4.8","$9.13","27190","Beauty & Personal Care","B08SBM56X9","https://www.amazon.com/dp/B08SBM56X9"
"","","82","36 Organic Bath Bombs Gift Set Natural Mini Handmade Bath Bombs for Women Girls Men Kids Safe Bubble Bath Bomb Rich Essential Oils Spa Bath Fizzies for Moisturizing Dry Skin Relaxing Scents","Blahhey","$20.99","343","11","$7200","12/15/2020","$11.41","405","4.5","$9.58","36831","Beauty & Personal Care","B08GC1WC53","https://www.amazon.com/dp/B08GC1WC53"
"","","83","WowWee Style Squad  Bath Bomb Machine Multicolor","WowWee","$3.30","60","2","$198","11/04/2021","$-0.54","4","3.3","$3.84","113813","Beauty & Personal Care","B08TP35CM6","https://www.amazon.com/dp/B08TP35CM6"
"","","84","Moisturizing Bath Bombs Gift Set. 8 Natural Snowmen Bubble Bath Bombs for Kids & Adults. Shea Butter Bath Bomb Kit for Women & Kids Makes The Best Winter Bath Gift!","Rachelle Parker","$14.99","0","0","$0","01/02/2021","$7.6","13","4.5","$7.39","416580","Beauty & Personal Care","B08RG1GKH8","https://www.amazon.com/dp/B08RG1GKH8"
"","","85","Cleverfy Aromatherapy Shower Steamers - Pack of 12 Shower Bombs with Essential Oils. Purple Multipack: Lavender Watermelon Grapefruit Menthol & Eucalyptus Vanilla & Orange Peppermint","CLEVERFY","$17.65","14349","478","$253260","12/24/2021","$9.86","26453","4.4","$7.79","239","Beauty & Personal Care","B09GY4VXNV","https://www.amazon.com/dp/B09GY4VXNV"
"","","86","JOYIN Bath Bombs for Kids with Animal Figures 16 Pack Bubble Bath Bombs with Surprise Toy Inside Natural Essential Oil SPA Bath Fizzies Set Kids Safe Birthday Gift Set Easter Gifts for Boys Girls","JOYIN","$24.99","76","2","$1899","08/24/2020","$14.21","547","4.5","$10.78","137992","Beauty & Personal Care","B08GLMF1KM","https://www.amazon.com/dp/B08GLMF1KM"
"","","87","Mixipik Bath Bombs Gift Set 6 Moisturizing Bubble Bath Bombs for Kids & Women with Essential Oils Natural Fragrances - Perfect for Soothing Calming Bubble & Spa Bath (3Oz Each)","Mixipik","$13.75","20","0","$275","09/03/2021","...","53","4.5","","220658","Beauty & Personal Care","B09CV4WTCF","https://www.amazon.com/dp/B09CV4WTCF"
"","","88","Dove Nourishing Secrets Bath Bombs Scented to Pamper & Indulge Mango & Almond Bath Bomb Set Leaves Skin Feeling Soft & Smooth 2.8 Oz 2 Count","Dove","$9.57","30","1","$287","03/23/2021","...","115","4.3","","167933","Beauty & Personal Care","B08TKHRKN1","https://www.amazon.com/dp/B08TKHRKN1"
"","","89","USA Bath Bombs Gift Set. 12 Premium Bath Bomb Dry Skin Moisturize Perfect for Bubble & Spa Bath Gift Set. Handmade Bath Bombs for Birthday Gift idea for Her/Him","Joanne Arden Organics","$24.95","7","0","$175","06/27/2017","$14.48","314","4.5","$10.47","218663","Beauty & Personal Care","B073FZCQVP","https://www.amazon.com/dp/B073FZCQVP"
"","","90","Giant Donut Bath Bomb Gift Set Extra Large Made in The USA","The Island Bath & Body","$24.95","30","1","$749","08/19/2019","$16.07","57","4.5","$8.88","206714","Beauty & Personal Care","B07W1GCZ9T","https://www.amazon.com/dp/B07W1GCZ9T"
"","","91","Liyalan Luxury Bathbomb Kit for Kid Women Vegan Rich Bubble Colorful Cute Rainbow Cloud SPA Relax Fizzy Bath Bomb Set (9 Set)","LIYALAN","$19.99","...","...","...","12/15/2021","$11.2","20","4.6","$8.79","600814","...","B09NPMDTNV","https://www.amazon.com/dp/B09NPMDTNV"
"","","92","Waffle Bath Bomb Stress Relieving Bath Bomb for Women Soothing Bath Bomb for Kids Handmade with Epsom Salt & Sweet Almond Oil Gift for Her Mothers Day Valentines Day and Christmas (Maple Sugar)","Nectar Bath Treats","$10.00","105","3","$1050","12/14/2020","$5.43","66","4.5","$4.57","86815","Beauty & Personal Care","B07KQQLQGD","https://www.amazon.com/dp/B07KQQLQGD"
"","","93","Purple Canyon Eucalyptus Bath Bombs for Women | Energizing Mint and Eucalyptus Bath Bomb with Natural Essential Oils | Gift Set of 6","PURPLE CANYON","$14.99","...","...","...","02/23/2022","$6.95","51","4.7","$8.04","61394","...","B09TCRJCSW","https://www.amazon.com/dp/B09TCRJCSW"
"","","94","ZenBombs Bath Bombs Gift Set 20 pcs Natural Shea Butter & Essential Oil Bath Bomb for Skin Moisturizing Handmade Bubble Bath & Fizzy Spa Ideal Gift for Women","ZenBombs","$25.99","129","4","$3353","11/16/2021","$15.66","422","4.6","$10.33","43229","Beauty & Personal Care","B09DY7NQGJ","https://www.amazon.com/dp/B09DY7NQGJ"
"","","95","Toaster Bath Bomb | Funny Novelty Gift Bath Set of 3X Huge 125g Bathbombs for Men and Women","Fat Uncle","$19.97","54","1","$1078","11/28/2020","$11.83","131","4.6","$8.14","137718","Beauty & Personal Care","B08P9Y7LB8","https://www.amazon.com/dp/B08P9Y7LB8"
"","","96","Vicks VapoBath Bath Crystals Bath Bomb Non-Medicated Bath Salts Soothing Vicks Vapors Steam Aromatherapy with Eucalyptus and Menthol Contains Essential Oils 36 OZ","Vicks","$20.99","1825","60","$38307","09/14/2021","$12.05","6394","4.6","$8.94","10208","Beauty & Personal Care","B09GD4DBZT","https://www.amazon.com/dp/B09GD4DBZT"
"","","97","Bathletix Boston Celtics Bath Bombs - Made in The USA & Officially Licensed by The NBA - Relax Like a Baller - 5 Count","Bathletix","$19.99","...","...","...","12/01/2021","$11.85","29","3.9","$8.14","195377","...","B09MVL24HC","https://www.amazon.com/dp/B09MVL24HC"
"","","98","Easter Bath Bombs with Kids Jewelry 8 Packs Bubble Bath Bombs with Surprise Toy Inside Girls Necklaces & Bracelets for Birthday Gift Easter Basket Stuffers Natural Essential Oil SPA Bath Set","JOYIN","$21.99","227","7","$4992","01/04/2021","$15.15","2317","4.5","$6.84","52509","Beauty & Personal Care","B08S3Q2HBB","https://www.amazon.com/dp/B08S3Q2HBB"
"","","99","TQVAI 10 Pack Bath Bombs Gift Set Handmade Bubble Bathbombs for Women Mothers Day Gifts Girls Wife","TQVAI","$15.99","...","...","...","11/11/2021","$8.45","0","","$7.54","161761","...","B09LQWVD91","https://www.amazon.com/dp/B09LQWVD91"
"","","100","Bath Butler Bath Bombs for Women Bath Bombs Gift Box of 6 Large bathbombs with Dead Sea Salt Natural Shea Butter Adult Bath fizzies Aromatherapy Bubble Bath Bomb kit","Bath Butler","$24.00","18","0","$432","04/22/2020","$14.61","224","4.7","$9.39","280210","Beauty & Personal Care","B087JHGTJN","https://www.amazon.com/dp/B087JHGTJN"
"","","101","Bath Bombs for Kids with Toys Inside for Girls Boys - 12 PCs Bubble Bath Fizz Balls Gift Set with Surprised Puppy Toy Gentle and Kids Safe for Easter Eggs Stuffers Christmas (Package May Vary)","Excalla","$16.99","249","8","$4231","11/23/2020","$8.01","333","4.7","$8.98","51874","Beauty & Personal Care","B08P1NP5TH","https://www.amazon.com/dp/B08P1NP5TH"
"","","102","6 Natural Bath Bomb -100% Pure Essential Oils - Organic Butters - Natural Oils - Made in The USA - Bathbomb Bath Sets for Women - Best Bath Bombs Year Round","The Island Bath & Body","$21.95","234","7","$5136","10/18/2018","$13.52","113","4.4","$8.43","35646","Beauty & Personal Care","B07JBLKCSH","https://www.amazon.com/dp/B07JBLKCSH"
"","","103","Organic Bath Bombs Gift Set - 6XL Natural Bath Bombs with Shea Butter Coconut Oil Essential Oils and 6 Botanic Scents. Best Bath Bombs for Women Relaxing Gifts for Women Girls and Kids.","Soothing Waters Spa","$28.99","42","1","$1218","07/06/2016","$19.5","198","4.6","$9.49","205218","Beauty & Personal Care","B01I418TBS","https://www.amazon.com/dp/B01I418TBS"
"","","104","Bath Bombs Gift Set for Women and Men. 24 Luxury Bath Bombs Individually Wrapped Bulk Box. Moisturizing Organic Bath Bombs for Women Men and Kids! Best Bath Bomb Set for Teens Too! Gifts for Him","Purelis","$29.52","101","3","$2982","05/14/2019","$18.36","305","4.5","$11.16","139099","Beauty & Personal Care","B07RS2LS2G","https://www.amazon.com/dp/B07RS2LS2G"
"","","105","CF Natural Daily Cars Bath Bomb Gift Set with Pull-Back Cars Inside 6 Pack 7oz Huge Bath Bombs for Kids Organic Rich Foam and Strong Fizzie Bath Bombs for Chrildren","cf natural daily","$19.99","1740","58","$34783","11/19/2020","$11.2","1090","4.6","$8.79","13102","Beauty & Personal Care","B08NWW9HS4","https://www.amazon.com/dp/B08NWW9HS4"
"","","106","6PK Kids Bath Bombs with Surprise Inside for Toddlers XXL Huge Kids Bath Bombs with Puppy Toys Inside Natural Handmade Bath Bombs with Surprise","Clear and Fresh","$19.99","965","32","$19290","11/08/2021","$11.2","153","4.8","$8.79","25917","Beauty & Personal Care","B09LCK1QHT","https://www.amazon.com/dp/B09LCK1QHT"
"","","107","MOKPIC Bath Bombs 12 Pack Solar System Planets Bath Bomb Gift Set Shea & Coco Butter Dry Skin Moisturize Perfect for Spa Bath Birthday Gifts for Kid Women MomMen","M MOKPIC","$19.99","100","3","$1999","12/04/2020","$11.2","234","4.5","$8.79","76778","Beauty & Personal Care","B08PSHBJBM","https://www.amazon.com/dp/B08PSHBJBM"
"","","108","Bath Bomb Set (12 XL Bath Bombs) - Natural Organic & Vegan - Bath Bombs Set - Natural Bath Bombs with Essential Oils - Natural Bath Bombs for Women - Bath Bombs Natural by Grace and Stella","Grace & Stella","$25.00","9","0","$225","01/11/2016","$14.82","1464","4.4","$10.18","139002","Beauty & Personal Care","B01AHAAFLQ","https://www.amazon.com/dp/B01AHAAFLQ"
"","","109","Frida Baby Vapor Bath Bombs","FridaBaby","$7.97","3264","108","$26014","11/20/2018","$3.56","4688","4.5","$4.41","5479","Beauty & Personal Care","B07KLGSQ5Q","https://www.amazon.com/dp/B07KLGSQ5Q"
"","","110","Bath Bombs for Kids with Surprise InsideBath Bombs Kids Gift SetHandmade 6 Essential Oil-Rich Flying Saucer Lit Up GlowingRelaxing Moisturizing and Nourishing Dry Skin Women Bubble Bath SPA Kit","MR MIRYE","$17.99","...","...","...","03/08/2022","$10.15","52","4.2","$7.84","33170","...","B09V5497TF","https://www.amazon.com/dp/B09V5497TF"
"","","111","Bath Bombs with Cute Dogs Figures for Kids 12 Packs Bubble Bath Bombs with Surprise Inside Natural Essential Oil SPA Bath Fizzies Set Birthday Gift for Boys and Girls Easter Basket Stuffers","JOYIN","$24.99","199","6","$4973","01/04/2021","$15.45","1659","4.6","$9.54","35457","Beauty & Personal Care","B08S2WL22K","https://www.amazon.com/dp/B08S2WL22K"
"","","112","Bath Bombs for Kids with Toys Inside Surprise - Dino Egg Bath Bombs for Kids 16 Pack Kids Bath Bomb Bubble Bath Fizzies Vegan Essential Oil Spa Bathbombs for Girls Boys Women Skin Moisturize","pinyi","$17.49","1350","45","$23611","06/17/2021","$8.44","432","4.4","$9.05","8054","Beauty & Personal Care","B097GCG8GR","https://www.amazon.com/dp/B097GCG8GR"
"","","113","Dino Egg Bath Bomb Gift Set with Dinosaur Inside 9 Pack Organic Bath Bombs with Surprise Inside Handmade Fizzy Balls for Kids","Clear and Fresh","$13.93","1438","47","$20031","02/21/2020","$6.05","2189","4.6","$7.88","8098","Beauty & Personal Care","B0852HC2XL","https://www.amazon.com/dp/B0852HC2XL"
"","","114","5-Count Ultra Moisturizing Bath Bombs in Lavender with Essential Oils Repair Damaged Skin","AMC","$7.85","948","31","$7442","05/05/2020","...","518","4.5","","16631","Beauty & Personal Care","B0886B9BFX","https://www.amazon.com/dp/B0886B9BFX"
"","","115","Mini Bath Bombs with Epsom Salts - 11 pack Kids Bath Bombs Bath Bomb for Girl Bath Bomb for Boys Mini Bath Bomb for Kids Girls Mini Bath Fizzies","Gorgeous LLC","$9.95","0","0","$0","12/05/2018","...","6","3.5","","98535","Handmade Products","B07L5R4T54","https://www.amazon.com/dp/B07L5R4T54"
"","","116","Bath Bomb with Size 9 Ring Inside Enliven Me Lavender Extra Large 10 oz. Made in USA","Jackpot Candles","$15.95","4","0","$64","09/05/2017","...","635","4.3","","244500","Beauty & Personal Care","B075DF46G6","https://www.amazon.com/dp/B075DF46G6"
"","","117","Sky Organics Kids Bath Bomb Gift Set for Body to Soak Nourish & Enjoy 6 ct.","Sky Organics","$18.99","1540","51","$29245","10/05/2016","$11","4887","4.5","$7.99","14888","Beauty & Personal Care","B01LYFI1ST","https://www.amazon.com/dp/B01LYFI1ST"
"","","118","Unicorn Bath Bombs for Girls with Jewelry Inside Plus Jewelry Box for Kids. All Natural and Organic with Skin moisturizing Shea Butter. Bubble Bath Fizzies with Surprise Toys.","Mineral Me California","$29.97","1870","62","$56044","05/28/2019","$20.33","3207","4.8","$9.64","8088","Beauty & Personal Care","B07SK7DZG1","https://www.amazon.com/dp/B07SK7DZG1"
"","","119","Bath Bombs for Women - Bath Bomb Kit comprise of 12 Natural Organic Bath Bombs for Girls and Bath Bombs for Men - Ideal Gift as Bath Bomb Set or Bath Bombs Bulk - Bubble Bath for Women and Kids","DonyaPri","$19.99","...","...","...","07/29/2022","$11.2","2","4.3","$8.79","89442","...","B09XF1FQZR","https://www.amazon.com/dp/B09XF1FQZR"
"","","120","Dino Egg Bath Bombs for Kids - Easter Kids Bath Bomb with Surprise Inside - Dinosaur Toys Gift for Boys and Girls Ages 3 4 5 6 7 & 8 Years Old Toy Kid Gifts - Fun Educational Bath Toys. Dino Fizzy Set","Dan&Darci","$14.99","2230","74","$33428","08/11/2019","$6.95","6805","4.7","$8.04","11427","Beauty & Personal Care","B07VF98PYX","https://www.amazon.com/dp/B07VF98PYX"
"","","121","Pure Scentum Bath Bombs for Women - 6 Large USA Made Organic Fizzies with Shea Butter Moisturize Dry Skin in Bubble Bath - Spa Gifts for Women - Valentines Day Gift for Wife Girlfriend Her (La Bomba)","Pure Scentum","$26.50","324","10","$8586","11/17/2018","$16.74","701","4.7","$9.77","61082","Beauty & Personal Care","B07KR7T9H3","https://www.amazon.com/dp/B07KR7T9H3"
"","","122","Vicks VapoShower Shower Tablet Shower Bomb Aromatherapy Vapors Eucaplytus & Menthol Soothing Non-medicated Vapor Steam 3ct","Vicks","$6.81","202","6","$1376","11/19/2019","$2.73","1190","4.3","$4.08","59032","Health & Household","B07Y5XFR6C","https://www.amazon.com/dp/B07Y5XFR6C"
"","","123","So Bomb Bath Surprise Blind Bag Make Your Own","So Bomb","$5.95","8","0","$48","03/31/2018","$1.93","36","4.3","$4.02","260003","Beauty & Personal Care","B0794P8B2N","https://www.amazon.com/dp/B0794P8B2N"
"","","124","Bath Bomb Party Favors Set. 40 XL Individually Wrapped Bulk Bath Bombs Kit. 40 Unique Bath Fizzers Best Party & Wedding Favors! Luxury Bath Bombs Gift Set for Women & Men.","Go Party Supplies","$54.99","57","1","$3134","09/16/2019","$39.11","376","4.5","$15.88","117018","Beauty & Personal Care","B07VZBQHY4","https://www.amazon.com/dp/B07VZBQHY4"
"","","125","KASTU Bath BombsFizzy Spa Gift Natural Hemp Oil Extract and Lavender Essential Oils Bath for Moisturizing Dry SkinRelaxingBubble Bath for Gifts Idea for Men Women (2 PCS)","kastu","$9.99","294","9","$2937","12/01/2020","$5.65","446","4.3","$4.34","45318","Beauty & Personal Care","B08PFPXHXQ","https://www.amazon.com/dp/B08PFPXHXQ"
"","","126","TIANTAG 3.5 oz Bath Bombs with Surprise Toys Inside for Kids Bubble Fizzy Bath Bomb Birthday Christmas Gift Set for Children Girls Boys 12-pack","TIANTAG","$25.99","90","3","$2339","12/01/2021","$16.3","42","4.4","$9.69","201347","Beauty & Personal Care","B09MVL3FBS","https://www.amazon.com/dp/B09MVL3FBS"
"","","127","Bath Bomb Gift Set - by Joanne Arden Organic Bath Bombs for Women Men & Kids. Bulk Bath Bomb Kit Includes 40 Paraben Free & Sulfate Free 2.5 oz Spa Bath Balls","Joanne Arden Organics","$54.99","85","2","$4674","08/30/2018","$38.81","464","4.6","$16.18","120169","Beauty & Personal Care","B07H29Q1L3","https://www.amazon.com/dp/B07H29Q1L3"
"","","128","Dr Teals Foaming Bath with Pure Epsom Salt Soothe & Sleep with Lavender 34 fl oz","Dr Teal's","$6.29","7649","254","$48112","04/29/2022","$0","92293","4.8","$6.29","151","Beauty & Personal Care","B0080D1Q52","https://www.amazon.com/dp/B0080D1Q52"
"","","129","6 Relaxing Bubble Bath Bombs by Two Sisters Spa. 6-5oz Large 99% Natural Fizzies for Women Teens and Kids. Moisturizes Dry Sensitive Skin. Releases Color Scent and Bubbles. Lavender Eucalyptus","Two Sisters Spa","$29.99","26","0","$780","04/30/2017","$19.7","247","4.7","$10.29","43561","Beauty & Personal Care","B0144YLJ5W","https://www.amazon.com/dp/B0144YLJ5W"
"","","130","Unicorn Bath Bombs Gift Set with Jewelry Inside 9 Pack Organic Kids Bath Bombs with Surprise Inside Magic Unicorn Bath Bombs with Jewelry for Girls","Clear and Fresh","$19.99","2029","67","$40560","04/28/2020","$11.85","2718","4.7","$8.14","7688","Beauty & Personal Care","B087THYFMN","https://www.amazon.com/dp/B087THYFMN"
"","","131","Bath Bombs Gift Set for Mother's Day Ribivaul XXXL Size 6.5oz 3 Handmade Kids Bath Bombs with Natural Ingredients Cloud Bath Bomb with Rich Bubbles and Color Great Gifts at Holiday and Birthday","Ribivaul","$19.99","826","27","$16512","10/14/2019","$11.85","911","4.7","$8.14","27191","Beauty & Personal Care","B07Z4R9VXB","https://www.amazon.com/dp/B07Z4R9VXB"
"","","132","Bath Bombs Bisenghy 9PCS 3.6 Oz Bath Bomb Gift Set with Natural Essential Oils Perfect for Bubble Bath & Home Spa Moisturizing Skin Best Christmas/Birthday/Holiday Gift for Mom Girls and Kids","Bisenghy","$12.99","10","0","$130","02/20/2021","$5.9","15","4.6","$7.09","245172","Beauty & Personal Care","B08DMSF2JG","https://www.amazon.com/dp/B08DMSF2JG"
"","","133","BodyRestore Shower Steamers Aromatherapy - 12 Pack Shower Bombs - Grapefruit Cocoa Orange & Citrus Essential Oil Shower Steamer Morning Shower Tablets - Gifts for Women and Men","Body Restore","$29.97","6703","223","$200889","05/31/2020","$20.33","7428","4.3","$9.64","938","Beauty & Personal Care","B089VN6FMS","https://www.amazon.com/dp/B089VN6FMS"
"","","134","Variety Pack of Four Handmade Mango Butter & Honey Bath Bombs: Lavender Honey Oatmeal Italian Sunshine and Hope Springs","Avital's Apiaries","$14.00","0","0","$0","08/26/2019","$8.13","35","4.4","$5.87","11157","Handmade Products","B07X1TZGCV","https://www.amazon.com/dp/B07X1TZGCV"
"","","135","Bath Bombs Set Handmade Cloud Bath Bomb and Star Bathbombs with Scented Candles Made of Natural Essential Oils Moisturizes Skin Without Irritation for Women Girls - 7 PCS","Bath Bombs","$13.99","18","0","$252","03/22/2021","$6.1","498","4.4","$7.89","248606","Beauty & Personal Care","B08XQHHBL9","https://www.amazon.com/dp/B08XQHHBL9"
"","","136","Purelis Moisturizing Bath Bombs Gift Basket 40 count. Bulk Bath Bomb Gift Set with Essential Oils & Shea Butter. Organic Individually Wrapped Bath Bombs in Gift Box. Best Gift Idea for Women & Kids!","Purelis","$46.99","61","2","$2866","06/16/2019","$32.61","206","4.5","$14.38","112453","Beauty & Personal Care","B07F28JKG3","https://www.amazon.com/dp/B07F28JKG3"
"","","137","Bath Bombs for Kids with Surprise Toys Inside - XXL Dinosaur Toys Bath Bomb Gift Gentle and Kids Safe Spa Bath Fizz Balls Kit. Birthday or Easter Gift for Girls and Boys","STARYAR","$14.44","1448","48","$20909","09/22/2020","$6.48","2496","4.7","$7.96","10285","Beauty & Personal Care","B08JTNQ33N","https://www.amazon.com/dp/B08JTNQ33N"
"","","138","ZenBombs Bath Bombs for Women 12pcs Handmade Natural Bath Bomb Gift Set Fizzies Relaxing Spa Bath with Shea Butter & Essential Oils Amazing Gift for Her Wife Girlfriend Mother","ZenBombs","$19.99","48","1","$960","10/28/2021","$11.2","615","4.6","$8.79","188700","Beauty & Personal Care","B09DY821SK","https://www.amazon.com/dp/B09DY821SK"
"","","139","LANSCARE Bubble Bath Bombs Gift Set of 9 Unique Romantic Spa Gifts for Her All Natural Essential Oils Sea Salt Skin Moisturizing Relaxing Romantic Spa Gifts for Women Handmade Birthday","LANSCARE","$25.89","90","3","$2330","07/02/2021","$16.22","224","4.2","$9.67","192903","Beauty & Personal Care","B095YK7WNS","https://www.amazon.com/dp/B095YK7WNS"
"","","140","Organic Bath Bomb Gift Set - 6 Pack - Gifts For Women - Natural Coconut and Hemp Bath Bombs with Essential Oils  Mothers Day Gifts For Mom or Wife - Made in the USA","DR. HEMPSTER","$34.98","366","12","$12803","11/29/2020","$23.94","1003","4.7","$11.04","37000","Beauty & Personal Care","B08PC92B3T","https://www.amazon.com/dp/B08PC92B3T"
